get time: 0.00037274 s, token_id len: 64, device: cuda:0
get time: 0.00012125 s, token_id len: 64, device: cuda:0
get time: 0.00012271 s, token_id len: 64, device: cuda:0
get time: 0.00012089 s, token_id len: 64, device: cuda:0
get time: 0.00011867 s, token_id len: 64, device: cuda:0
get time: 0.00012265 s, token_id len: 64, device: cuda:0
get time: 0.00012016 s, token_id len: 64, device: cuda:0
get time: 0.00012197 s, token_id len: 64, device: cuda:0
get time: 0.00012793 s, token_id len: 64, device: cuda:0
get time: 0.00012159 s, token_id len: 64, device: cuda:0
get time: 0.00011929 s, token_id len: 35, device: cuda:0
get time: 0.00012611 s, token_id len: 35, device: cuda:0
get time: 0.00014303 s, token_id len: 63, device: cuda:0
get time: 0.00013155 s, token_id len: 63, device: cuda:0
get time: 0.00012856 s, token_id len: 64, device: cuda:0
get time: 0.00012866 s, token_id len: 64, device: cuda:0
get time: 0.00012045 s, token_id len: 64, device: cuda:0
get time: 0.00012136 s, token_id len: 64, device: cuda:0
get time: 0.00012285 s, token_id len: 64, device: cuda:0
get time: 0.00012235 s, token_id len: 64, device: cuda:0
get time: 0.00011914 s, token_id len: 64, device: cuda:0
get time: 0.00012042 s, token_id len: 64, device: cuda:0
get time: 0.00012095 s, token_id len: 64, device: cuda:0
get time: 0.00012148 s, token_id len: 64, device: cuda:0
get time: 0.00012007 s, token_id len: 64, device: cuda:0
get time: 0.00012201 s, token_id len: 64, device: cuda:0
get time: 0.00012069 s, token_id len: 35, device: cuda:0
get time: 0.00012146 s, token_id len: 35, device: cuda:0
get time: 0.00013955 s, token_id len: 1, device: cuda:0
get time: 0.00013091 s, token_id len: 1, device: cuda:0
get time: 0.00014275 s, token_id len: 11, device: cuda:0
get time: 0.00015307 s, token_id len: 11, device: cuda:0
get time: 0.00012350 s, token_id len: 44, device: cuda:0
get time: 0.00012444 s, token_id len: 44, device: cuda:0
get time: 0.00012187 s, token_id len: 58, device: cuda:0
get time: 0.00012156 s, token_id len: 58, device: cuda:0
get time: 0.00012275 s, token_id len: 63, device: cuda:0
get time: 0.00012856 s, token_id len: 63, device: cuda:0
get time: 0.00012208 s, token_id len: 64, device: cuda:0
get time: 0.00012002 s, token_id len: 64, device: cuda:0
get time: 0.00012022 s, token_id len: 64, device: cuda:0
get time: 0.00012154 s, token_id len: 64, device: cuda:0
get time: 0.00012503 s, token_id len: 64, device: cuda:0
get time: 0.00012180 s, token_id len: 64, device: cuda:0
get time: 0.00011839 s, token_id len: 64, device: cuda:0
get time: 0.00012490 s, token_id len: 64, device: cuda:0
get time: 0.00014785 s, token_id len: 64, device: cuda:0
get time: 0.00012256 s, token_id len: 64, device: cuda:0
get time: 0.00012117 s, token_id len: 64, device: cuda:0
get time: 0.00012115 s, token_id len: 64, device: cuda:0
get time: 0.00011945 s, token_id len: 64, device: cuda:0
get time: 0.00012085 s, token_id len: 64, device: cuda:0
get time: 0.00012174 s, token_id len: 64, device: cuda:0
get time: 0.00012127 s, token_id len: 64, device: cuda:0
get time: 0.00012065 s, token_id len: 35, device: cuda:0
get time: 0.00012037 s, token_id len: 35, device: cuda:0
get time: 0.00014184 s, token_id len: 12, device: cuda:0
get time: 0.00012760 s, token_id len: 12, device: cuda:0
get time: 0.00012300 s, token_id len: 14, device: cuda:0
get time: 0.00012095 s, token_id len: 14, device: cuda:0
get time: 0.00012844 s, token_id len: 9, device: cuda:0
get time: 0.00012231 s, token_id len: 9, device: cuda:0
get time: 0.00011984 s, token_id len: 9, device: cuda:0
get time: 0.00011890 s, token_id len: 9, device: cuda:0
get time: 0.00011914 s, token_id len: 7, device: cuda:0
get time: 0.00011927 s, token_id len: 7, device: cuda:0
get time: 0.00012732 s, token_id len: 2, device: cuda:0
get time: 0.00011932 s, token_id len: 2, device: cuda:0
get time: 0.00011923 s, token_id len: 8, device: cuda:0
get time: 0.00011859 s, token_id len: 8, device: cuda:0
get time: 0.00011822 s, token_id len: 5, device: cuda:0
get time: 0.00011832 s, token_id len: 5, device: cuda:0
get time: 0.00013331 s, token_id len: 43, device: cuda:0
get time: 0.00013002 s, token_id len: 43, device: cuda:0
get time: 0.00013890 s, token_id len: 47, device: cuda:0
get time: 0.00012652 s, token_id len: 47, device: cuda:0
get time: 0.00012092 s, token_id len: 57, device: cuda:0
get time: 0.00012276 s, token_id len: 57, device: cuda:0
get time: 0.00012098 s, token_id len: 56, device: cuda:0
get time: 0.00012169 s, token_id len: 56, device: cuda:0
get time: 0.00012080 s, token_id len: 60, device: cuda:0
get time: 0.00012292 s, token_id len: 60, device: cuda:0
get time: 0.00011906 s, token_id len: 60, device: cuda:0
get time: 0.00012106 s, token_id len: 60, device: cuda:0
get time: 0.00012051 s, token_id len: 58, device: cuda:0
get time: 0.00012151 s, token_id len: 58, device: cuda:0
get time: 0.00012143 s, token_id len: 59, device: cuda:0
get time: 0.00011932 s, token_id len: 59, device: cuda:0
get time: 0.00012724 s, token_id len: 62, device: cuda:0
get time: 0.00012294 s, token_id len: 62, device: cuda:0
get time: 0.00011861 s, token_id len: 63, device: cuda:0
get time: 0.00012011 s, token_id len: 63, device: cuda:0
get time: 0.00011890 s, token_id len: 63, device: cuda:0
get time: 0.00011960 s, token_id len: 63, device: cuda:0
get time: 0.00011839 s, token_id len: 62, device: cuda:0
get time: 0.00012032 s, token_id len: 62, device: cuda:0
get time: 0.00012098 s, token_id len: 33, device: cuda:0
get time: 0.00012122 s, token_id len: 33, device: cuda:0
get time: 0.00013642 s, token_id len: 13, device: cuda:0
get time: 0.00012999 s, token_id len: 13, device: cuda:0
get time: 0.00012242 s, token_id len: 19, device: cuda:0
get time: 0.00012266 s, token_id len: 19, device: cuda:0
get time: 0.00012794 s, token_id len: 14, device: cuda:0
get time: 0.00012366 s, token_id len: 14, device: cuda:0
get time: 0.00011779 s, token_id len: 14, device: cuda:0
get time: 0.00011836 s, token_id len: 14, device: cuda:0
get time: 0.00011955 s, token_id len: 15, device: cuda:0
get time: 0.00011882 s, token_id len: 15, device: cuda:0
get time: 0.00011970 s, token_id len: 13, device: cuda:0
get time: 0.00012058 s, token_id len: 13, device: cuda:0
get time: 0.00012140 s, token_id len: 11, device: cuda:0
get time: 0.00011887 s, token_id len: 11, device: cuda:0
get time: 0.00011978 s, token_id len: 6, device: cuda:0
get time: 0.00012035 s, token_id len: 6, device: cuda:0
get time: 0.00013639 s, token_id len: 28, device: cuda:0
get time: 0.00012895 s, token_id len: 28, device: cuda:0
get time: 0.00012267 s, token_id len: 29, device: cuda:0
get time: 0.00012178 s, token_id len: 29, device: cuda:0
get time: 0.00012038 s, token_id len: 5, device: cuda:0
get time: 0.00014549 s, token_id len: 5, device: cuda:0
get time: 0.00012219 s, token_id len: 18, device: cuda:0
get time: 0.00012109 s, token_id len: 18, device: cuda:0
get time: 0.00011961 s, token_id len: 9, device: cuda:0
get time: 0.00012051 s, token_id len: 9, device: cuda:0
get time: 0.00012682 s, token_id len: 12, device: cuda:0
get time: 0.00011820 s, token_id len: 12, device: cuda:0
get time: 0.00011832 s, token_id len: 10, device: cuda:0
get time: 0.00011816 s, token_id len: 10, device: cuda:0
get time: 0.00012059 s, token_id len: 3, device: cuda:0
get time: 0.00012131 s, token_id len: 3, device: cuda:0
get time: 0.00011857 s, token_id len: 5, device: cuda:0
get time: 0.00012126 s, token_id len: 5, device: cuda:0
get time: 0.00011840 s, token_id len: 2, device: cuda:0
get time: 0.00011761 s, token_id len: 2, device: cuda:0
get time: 0.00012225 s, token_id len: 1, device: cuda:0
get time: 0.00012204 s, token_id len: 1, device: cuda:0
get time: 0.00013499 s, token_id len: 3, device: cuda:0
get time: 0.00011936 s, token_id len: 3, device: cuda:0
get time: 0.00011709 s, token_id len: 3, device: cuda:0
get time: 0.00012251 s, token_id len: 3, device: cuda:0
get time: 0.00013991 s, token_id len: 34, device: cuda:0
get time: 0.00015614 s, token_id len: 34, device: cuda:0
get time: 0.00012166 s, token_id len: 40, device: cuda:0
get time: 0.00011999 s, token_id len: 40, device: cuda:0
get time: 0.00012162 s, token_id len: 7, device: cuda:0
get time: 0.00011910 s, token_id len: 7, device: cuda:0
get time: 0.00011871 s, token_id len: 7, device: cuda:0
get time: 0.00011985 s, token_id len: 7, device: cuda:0
get time: 0.00012394 s, token_id len: 1, device: cuda:0
get time: 0.00012306 s, token_id len: 1, device: cuda:0
get time: 0.00011967 s, token_id len: 8, device: cuda:0
get time: 0.00011833 s, token_id len: 8, device: cuda:0
get time: 0.00011829 s, token_id len: 8, device: cuda:0
get time: 0.00012139 s, token_id len: 8, device: cuda:0
get time: 0.00012108 s, token_id len: 6, device: cuda:0
get time: 0.00011956 s, token_id len: 6, device: cuda:0
get time: 0.00011940 s, token_id len: 8, device: cuda:0
get time: 0.00011818 s, token_id len: 8, device: cuda:0
get time: 0.00011862 s, token_id len: 5, device: cuda:0
get time: 0.00011993 s, token_id len: 5, device: cuda:0
get time: 0.00011916 s, token_id len: 3, device: cuda:0
get time: 0.00012598 s, token_id len: 3, device: cuda:0
get time: 0.00013693 s, token_id len: 5, device: cuda:0
get time: 0.00012113 s, token_id len: 5, device: cuda:0
get time: 0.00011787 s, token_id len: 3, device: cuda:0
get time: 0.00011865 s, token_id len: 3, device: cuda:0
get time: 0.00013910 s, token_id len: 39, device: cuda:0
get time: 0.00013142 s, token_id len: 39, device: cuda:0
get time: 0.00012307 s, token_id len: 55, device: cuda:0
get time: 0.00012291 s, token_id len: 55, device: cuda:0
get time: 0.00013867 s, token_id len: 55, device: cuda:0
get time: 0.00012344 s, token_id len: 55, device: cuda:0
get time: 0.00012256 s, token_id len: 57, device: cuda:0
get time: 0.00012177 s, token_id len: 57, device: cuda:0
get time: 0.00012118 s, token_id len: 61, device: cuda:0
get time: 0.00014067 s, token_id len: 61, device: cuda:0
get time: 0.00012067 s, token_id len: 57, device: cuda:0
get time: 0.00012274 s, token_id len: 57, device: cuda:0
get time: 0.00012155 s, token_id len: 60, device: cuda:0
get time: 0.00012138 s, token_id len: 60, device: cuda:0
get time: 0.00011961 s, token_id len: 59, device: cuda:0
get time: 0.00012139 s, token_id len: 59, device: cuda:0
get time: 0.00011997 s, token_id len: 57, device: cuda:0
get time: 0.00012114 s, token_id len: 57, device: cuda:0
get time: 0.00011919 s, token_id len: 62, device: cuda:0
get time: 0.00012211 s, token_id len: 62, device: cuda:0
get time: 0.00013572 s, token_id len: 63, device: cuda:0
get time: 0.00012192 s, token_id len: 63, device: cuda:0
get time: 0.00012030 s, token_id len: 63, device: cuda:0
get time: 0.00012208 s, token_id len: 63, device: cuda:0
get time: 0.00013258 s, token_id len: 35, device: cuda:0
get time: 0.00012218 s, token_id len: 35, device: cuda:0
get time: 0.00014247 s, token_id len: 11, device: cuda:0
get time: 0.00012793 s, token_id len: 11, device: cuda:0
get time: 0.00012401 s, token_id len: 17, device: cuda:0
get time: 0.00012063 s, token_id len: 17, device: cuda:0
get time: 0.00011953 s, token_id len: 7, device: cuda:0
get time: 0.00011964 s, token_id len: 7, device: cuda:0
get time: 0.00011868 s, token_id len: 7, device: cuda:0
get time: 0.00011727 s, token_id len: 7, device: cuda:0
get time: 0.00011912 s, token_id len: 7, device: cuda:0
get time: 0.00011861 s, token_id len: 7, device: cuda:0
get time: 0.00011685 s, token_id len: 2, device: cuda:0
get time: 0.00011826 s, token_id len: 2, device: cuda:0
get time: 0.00013495 s, token_id len: 3, device: cuda:0
get time: 0.00011988 s, token_id len: 3, device: cuda:0
get time: 0.00012587 s, token_id len: 1, device: cuda:0
get time: 0.00012211 s, token_id len: 1, device: cuda:0
get time: 0.00014211 s, token_id len: 35, device: cuda:0
get time: 0.00013289 s, token_id len: 35, device: cuda:0
get time: 0.00012278 s, token_id len: 56, device: cuda:0
get time: 0.00012466 s, token_id len: 56, device: cuda:0
get time: 0.00012103 s, token_id len: 57, device: cuda:0
get time: 0.00012161 s, token_id len: 57, device: cuda:0
get time: 0.00013660 s, token_id len: 53, device: cuda:0
get time: 0.00012604 s, token_id len: 53, device: cuda:0
get time: 0.00012211 s, token_id len: 64, device: cuda:0
get time: 0.00012116 s, token_id len: 64, device: cuda:0
get time: 0.00011936 s, token_id len: 58, device: cuda:0
get time: 0.00012054 s, token_id len: 58, device: cuda:0
get time: 0.00011968 s, token_id len: 57, device: cuda:0
get time: 0.00011881 s, token_id len: 57, device: cuda:0
get time: 0.00011874 s, token_id len: 60, device: cuda:0
get time: 0.00011878 s, token_id len: 60, device: cuda:0
get time: 0.00012391 s, token_id len: 61, device: cuda:0
get time: 0.00012214 s, token_id len: 61, device: cuda:0
get time: 0.00011819 s, token_id len: 62, device: cuda:0
get time: 0.00012136 s, token_id len: 62, device: cuda:0
get time: 0.00011884 s, token_id len: 64, device: cuda:0
get time: 0.00011901 s, token_id len: 64, device: cuda:0
get time: 0.00011931 s, token_id len: 62, device: cuda:0
get time: 0.00012016 s, token_id len: 62, device: cuda:0
get time: 0.00011834 s, token_id len: 34, device: cuda:0
get time: 0.00012005 s, token_id len: 34, device: cuda:0
get time: 0.00015941 s, token_id len: 63, device: cuda:0
get time: 0.00013049 s, token_id len: 63, device: cuda:0
get time: 0.00012396 s, token_id len: 64, device: cuda:0
get time: 0.00012467 s, token_id len: 64, device: cuda:0
get time: 0.00012093 s, token_id len: 64, device: cuda:0
get time: 0.00012142 s, token_id len: 64, device: cuda:0
get time: 0.00012110 s, token_id len: 64, device: cuda:0
get time: 0.00012830 s, token_id len: 64, device: cuda:0
get time: 0.00012102 s, token_id len: 64, device: cuda:0
get time: 0.00012151 s, token_id len: 64, device: cuda:0
get time: 0.00011919 s, token_id len: 64, device: cuda:0
get time: 0.00012333 s, token_id len: 64, device: cuda:0
get time: 0.00011961 s, token_id len: 64, device: cuda:0
get time: 0.00013797 s, token_id len: 64, device: cuda:0
get time: 0.00012077 s, token_id len: 35, device: cuda:0
get time: 0.00012235 s, token_id len: 35, device: cuda:0
get time: 0.00014108 s, token_id len: 63, device: cuda:0
get time: 0.00013135 s, token_id len: 63, device: cuda:0
get time: 0.00012204 s, token_id len: 64, device: cuda:0
get time: 0.00012154 s, token_id len: 64, device: cuda:0
get time: 0.00011923 s, token_id len: 64, device: cuda:0
get time: 0.00011956 s, token_id len: 64, device: cuda:0
get time: 0.00012064 s, token_id len: 64, device: cuda:0
get time: 0.00011962 s, token_id len: 64, device: cuda:0
get time: 0.00011932 s, token_id len: 64, device: cuda:0
get time: 0.00012017 s, token_id len: 64, device: cuda:0
get time: 0.00011812 s, token_id len: 64, device: cuda:0
get time: 0.00011878 s, token_id len: 64, device: cuda:0
get time: 0.00012332 s, token_id len: 64, device: cuda:0
get time: 0.00011880 s, token_id len: 64, device: cuda:0
get time: 0.00011700 s, token_id len: 35, device: cuda:0
get time: 0.00012439 s, token_id len: 35, device: cuda:0
get time: 0.00015131 s, token_id len: 63, device: cuda:0
get time: 0.00013078 s, token_id len: 63, device: cuda:0
get time: 0.00013660 s, token_id len: 64, device: cuda:0
get time: 0.00012516 s, token_id len: 64, device: cuda:0
get time: 0.00012070 s, token_id len: 64, device: cuda:0
get time: 0.00012010 s, token_id len: 64, device: cuda:0
get time: 0.00013658 s, token_id len: 64, device: cuda:0
get time: 0.00012255 s, token_id len: 64, device: cuda:0
get time: 0.00012015 s, token_id len: 64, device: cuda:0
get time: 0.00012039 s, token_id len: 64, device: cuda:0
get time: 0.00012103 s, token_id len: 64, device: cuda:0
get time: 0.00012202 s, token_id len: 64, device: cuda:0
get time: 0.00011901 s, token_id len: 64, device: cuda:0
get time: 0.00012019 s, token_id len: 64, device: cuda:0
get time: 0.00011989 s, token_id len: 35, device: cuda:0
get time: 0.00013851 s, token_id len: 35, device: cuda:0
get time: 0.00013836 s, token_id len: 13, device: cuda:0
get time: 0.00012970 s, token_id len: 13, device: cuda:0
get time: 0.00012274 s, token_id len: 11, device: cuda:0
get time: 0.00012057 s, token_id len: 11, device: cuda:0
get time: 0.00011962 s, token_id len: 5, device: cuda:0
get time: 0.00011892 s, token_id len: 5, device: cuda:0
get time: 0.00012008 s, token_id len: 6, device: cuda:0
get time: 0.00011982 s, token_id len: 6, device: cuda:0
get time: 0.00012293 s, token_id len: 1, device: cuda:0
get time: 0.00012391 s, token_id len: 1, device: cuda:0
get time: 0.00011721 s, token_id len: 2, device: cuda:0
get time: 0.00011880 s, token_id len: 2, device: cuda:0
get time: 0.00011911 s, token_id len: 3, device: cuda:0
get time: 0.00012551 s, token_id len: 3, device: cuda:0
get time: 0.00014058 s, token_id len: 30, device: cuda:0
get time: 0.00013392 s, token_id len: 30, device: cuda:0
get time: 0.00012402 s, token_id len: 57, device: cuda:0
get time: 0.00012409 s, token_id len: 57, device: cuda:0
get time: 0.00012156 s, token_id len: 48, device: cuda:0
get time: 0.00012099 s, token_id len: 48, device: cuda:0
get time: 0.00012196 s, token_id len: 57, device: cuda:0
get time: 0.00012124 s, token_id len: 57, device: cuda:0
get time: 0.00012086 s, token_id len: 57, device: cuda:0
get time: 0.00012121 s, token_id len: 57, device: cuda:0
get time: 0.00012113 s, token_id len: 61, device: cuda:0
get time: 0.00012103 s, token_id len: 61, device: cuda:0
get time: 0.00011953 s, token_id len: 59, device: cuda:0
get time: 0.00013047 s, token_id len: 59, device: cuda:0
get time: 0.00012040 s, token_id len: 63, device: cuda:0
get time: 0.00012145 s, token_id len: 63, device: cuda:0
get time: 0.00012083 s, token_id len: 64, device: cuda:0
get time: 0.00012042 s, token_id len: 64, device: cuda:0
get time: 0.00011959 s, token_id len: 64, device: cuda:0
get time: 0.00012137 s, token_id len: 64, device: cuda:0
get time: 0.00011910 s, token_id len: 64, device: cuda:0
get time: 0.00012091 s, token_id len: 64, device: cuda:0
get time: 0.00011931 s, token_id len: 64, device: cuda:0
get time: 0.00012031 s, token_id len: 64, device: cuda:0
get time: 0.00013771 s, token_id len: 35, device: cuda:0
get time: 0.00012069 s, token_id len: 35, device: cuda:0
get time: 0.00015556 s, token_id len: 16, device: cuda:0
get time: 0.00014682 s, token_id len: 16, device: cuda:0
get time: 0.00012308 s, token_id len: 14, device: cuda:0
get time: 0.00012098 s, token_id len: 14, device: cuda:0
get time: 0.00012206 s, token_id len: 6, device: cuda:0
get time: 0.00012124 s, token_id len: 6, device: cuda:0
get time: 0.00011865 s, token_id len: 10, device: cuda:0
get time: 0.00011905 s, token_id len: 10, device: cuda:0
get time: 0.00011879 s, token_id len: 5, device: cuda:0
get time: 0.00012069 s, token_id len: 5, device: cuda:0
get time: 0.00011793 s, token_id len: 2, device: cuda:0
get time: 0.00011904 s, token_id len: 2, device: cuda:0
get time: 0.00013287 s, token_id len: 42, device: cuda:0
get time: 0.00013179 s, token_id len: 42, device: cuda:0
get time: 0.00012272 s, token_id len: 51, device: cuda:0
get time: 0.00012646 s, token_id len: 51, device: cuda:0
get time: 0.00012327 s, token_id len: 54, device: cuda:0
get time: 0.00012270 s, token_id len: 54, device: cuda:0
get time: 0.00012126 s, token_id len: 54, device: cuda:0
get time: 0.00012126 s, token_id len: 54, device: cuda:0
get time: 0.00012060 s, token_id len: 61, device: cuda:0
get time: 0.00012414 s, token_id len: 61, device: cuda:0
get time: 0.00012016 s, token_id len: 54, device: cuda:0
get time: 0.00012178 s, token_id len: 54, device: cuda:0
get time: 0.00013925 s, token_id len: 58, device: cuda:0
get time: 0.00012202 s, token_id len: 58, device: cuda:0
get time: 0.00011988 s, token_id len: 62, device: cuda:0
get time: 0.00012180 s, token_id len: 62, device: cuda:0
get time: 0.00011904 s, token_id len: 61, device: cuda:0
get time: 0.00012072 s, token_id len: 61, device: cuda:0
get time: 0.00012063 s, token_id len: 63, device: cuda:0
get time: 0.00013567 s, token_id len: 63, device: cuda:0
get time: 0.00015735 s, token_id len: 64, device: cuda:0
get time: 0.00012646 s, token_id len: 64, device: cuda:0
get time: 0.00012187 s, token_id len: 64, device: cuda:0
get time: 0.00012208 s, token_id len: 64, device: cuda:0
get time: 0.00011995 s, token_id len: 35, device: cuda:0
get time: 0.00012103 s, token_id len: 35, device: cuda:0
get time: 0.00013723 s, token_id len: 8, device: cuda:0
get time: 0.00013026 s, token_id len: 8, device: cuda:0
get time: 0.00014170 s, token_id len: 9, device: cuda:0
get time: 0.00012248 s, token_id len: 9, device: cuda:0
get time: 0.00011994 s, token_id len: 7, device: cuda:0
get time: 0.00012108 s, token_id len: 7, device: cuda:0
get time: 0.00011848 s, token_id len: 8, device: cuda:0
get time: 0.00011762 s, token_id len: 8, device: cuda:0
get time: 0.00011868 s, token_id len: 7, device: cuda:0
get time: 0.00012572 s, token_id len: 7, device: cuda:0
get time: 0.00012004 s, token_id len: 2, device: cuda:0
get time: 0.00011865 s, token_id len: 2, device: cuda:0
get time: 0.00013989 s, token_id len: 42, device: cuda:0
get time: 0.00013179 s, token_id len: 42, device: cuda:0
get time: 0.00012299 s, token_id len: 49, device: cuda:0
get time: 0.00012333 s, token_id len: 49, device: cuda:0
get time: 0.00012242 s, token_id len: 45, device: cuda:0
get time: 0.00012351 s, token_id len: 45, device: cuda:0
get time: 0.00012186 s, token_id len: 59, device: cuda:0
get time: 0.00012694 s, token_id len: 59, device: cuda:0
get time: 0.00012769 s, token_id len: 62, device: cuda:0
get time: 0.00012263 s, token_id len: 62, device: cuda:0
get time: 0.00012188 s, token_id len: 58, device: cuda:0
get time: 0.00014224 s, token_id len: 58, device: cuda:0
get time: 0.00012105 s, token_id len: 61, device: cuda:0
get time: 0.00012294 s, token_id len: 61, device: cuda:0
get time: 0.00011910 s, token_id len: 61, device: cuda:0
get time: 0.00012049 s, token_id len: 61, device: cuda:0
get time: 0.00013825 s, token_id len: 63, device: cuda:0
get time: 0.00012197 s, token_id len: 63, device: cuda:0
get time: 0.00011960 s, token_id len: 61, device: cuda:0
get time: 0.00012104 s, token_id len: 61, device: cuda:0
get time: 0.00012141 s, token_id len: 64, device: cuda:0
get time: 0.00012119 s, token_id len: 64, device: cuda:0
get time: 0.00012024 s, token_id len: 63, device: cuda:0
get time: 0.00012142 s, token_id len: 63, device: cuda:0
get time: 0.00011856 s, token_id len: 35, device: cuda:0
get time: 0.00011995 s, token_id len: 35, device: cuda:0
get time: 0.00013715 s, token_id len: 9, device: cuda:0
get time: 0.00013077 s, token_id len: 9, device: cuda:0
get time: 0.00012104 s, token_id len: 8, device: cuda:0
get time: 0.00012005 s, token_id len: 8, device: cuda:0
get time: 0.00011780 s, token_id len: 2, device: cuda:0
get time: 0.00012386 s, token_id len: 2, device: cuda:0
get time: 0.00012381 s, token_id len: 7, device: cuda:0
get time: 0.00012067 s, token_id len: 7, device: cuda:0
get time: 0.00011742 s, token_id len: 20, device: cuda:0
get time: 0.00013691 s, token_id len: 20, device: cuda:0
get time: 0.00011868 s, token_id len: 8, device: cuda:0
get time: 0.00011922 s, token_id len: 8, device: cuda:0
get time: 0.00012320 s, token_id len: 1, device: cuda:0
get time: 0.00012147 s, token_id len: 1, device: cuda:0
get time: 0.00013415 s, token_id len: 27, device: cuda:0
get time: 0.00012935 s, token_id len: 27, device: cuda:0
get time: 0.00012353 s, token_id len: 59, device: cuda:0
get time: 0.00012419 s, token_id len: 59, device: cuda:0
get time: 0.00012090 s, token_id len: 56, device: cuda:0
get time: 0.00014832 s, token_id len: 56, device: cuda:0
get time: 0.00012178 s, token_id len: 56, device: cuda:0
get time: 0.00012088 s, token_id len: 56, device: cuda:0
get time: 0.00012031 s, token_id len: 63, device: cuda:0
get time: 0.00013491 s, token_id len: 63, device: cuda:0
get time: 0.00013612 s, token_id len: 61, device: cuda:0
get time: 0.00013023 s, token_id len: 61, device: cuda:0
get time: 0.00012181 s, token_id len: 59, device: cuda:0
get time: 0.00012247 s, token_id len: 59, device: cuda:0
get time: 0.00012019 s, token_id len: 62, device: cuda:0
get time: 0.00012112 s, token_id len: 62, device: cuda:0
get time: 0.00011994 s, token_id len: 60, device: cuda:0
get time: 0.00012134 s, token_id len: 60, device: cuda:0
get time: 0.00012194 s, token_id len: 59, device: cuda:0
get time: 0.00012111 s, token_id len: 59, device: cuda:0
get time: 0.00013722 s, token_id len: 64, device: cuda:0
get time: 0.00012254 s, token_id len: 64, device: cuda:0
get time: 0.00012085 s, token_id len: 62, device: cuda:0
get time: 0.00012208 s, token_id len: 62, device: cuda:0
get time: 0.00012051 s, token_id len: 35, device: cuda:0
get time: 0.00012257 s, token_id len: 35, device: cuda:0
get time: 0.00013760 s, token_id len: 11, device: cuda:0
get time: 0.00014450 s, token_id len: 11, device: cuda:0
get time: 0.00012293 s, token_id len: 12, device: cuda:0
get time: 0.00012134 s, token_id len: 12, device: cuda:0
get time: 0.00012998 s, token_id len: 6, device: cuda:0
get time: 0.00012100 s, token_id len: 6, device: cuda:0
get time: 0.00012050 s, token_id len: 27, device: cuda:0
get time: 0.00011957 s, token_id len: 27, device: cuda:0
get time: 0.00011739 s, token_id len: 20, device: cuda:0
get time: 0.00011885 s, token_id len: 20, device: cuda:0
get time: 0.00011950 s, token_id len: 13, device: cuda:0
get time: 0.00011862 s, token_id len: 13, device: cuda:0
get time: 0.00011735 s, token_id len: 11, device: cuda:0
get time: 0.00011972 s, token_id len: 11, device: cuda:0
get time: 0.00013603 s, token_id len: 36, device: cuda:0
get time: 0.00012841 s, token_id len: 36, device: cuda:0
get time: 0.00012225 s, token_id len: 22, device: cuda:0
get time: 0.00012150 s, token_id len: 22, device: cuda:0
get time: 0.00011882 s, token_id len: 10, device: cuda:0
get time: 0.00011894 s, token_id len: 10, device: cuda:0
get time: 0.00013857 s, token_id len: 7, device: cuda:0
get time: 0.00012187 s, token_id len: 7, device: cuda:0
get time: 0.00011978 s, token_id len: 9, device: cuda:0
get time: 0.00012058 s, token_id len: 9, device: cuda:0
get time: 0.00012020 s, token_id len: 3, device: cuda:0
get time: 0.00011927 s, token_id len: 3, device: cuda:0
get time: 0.00011792 s, token_id len: 5, device: cuda:0
get time: 0.00012147 s, token_id len: 5, device: cuda:0
get time: 0.00011978 s, token_id len: 4, device: cuda:0
get time: 0.00012823 s, token_id len: 4, device: cuda:0
get time: 0.00012012 s, token_id len: 7, device: cuda:0
get time: 0.00012058 s, token_id len: 7, device: cuda:0
get time: 0.00012028 s, token_id len: 17, device: cuda:0
get time: 0.00012110 s, token_id len: 17, device: cuda:0
get time: 0.00011867 s, token_id len: 5, device: cuda:0
get time: 0.00012006 s, token_id len: 5, device: cuda:0
get time: 0.00011974 s, token_id len: 6, device: cuda:0
get time: 0.00011930 s, token_id len: 6, device: cuda:0
get time: 0.00012092 s, token_id len: 2, device: cuda:0
get time: 0.00011760 s, token_id len: 2, device: cuda:0
get time: 0.00013476 s, token_id len: 26, device: cuda:0
get time: 0.00013101 s, token_id len: 26, device: cuda:0
get time: 0.00012297 s, token_id len: 22, device: cuda:0
get time: 0.00012206 s, token_id len: 22, device: cuda:0
get time: 0.00012224 s, token_id len: 13, device: cuda:0
get time: 0.00011961 s, token_id len: 13, device: cuda:0
get time: 0.00012041 s, token_id len: 18, device: cuda:0
get time: 0.00011791 s, token_id len: 18, device: cuda:0
get time: 0.00011689 s, token_id len: 2, device: cuda:0
get time: 0.00011632 s, token_id len: 2, device: cuda:0
get time: 0.00011880 s, token_id len: 7, device: cuda:0
get time: 0.00011732 s, token_id len: 7, device: cuda:0
get time: 0.00011772 s, token_id len: 8, device: cuda:0
get time: 0.00011697 s, token_id len: 8, device: cuda:0
get time: 0.00011538 s, token_id len: 8, device: cuda:0
get time: 0.00011682 s, token_id len: 8, device: cuda:0
get time: 0.00012463 s, token_id len: 15, device: cuda:0
get time: 0.00013074 s, token_id len: 15, device: cuda:0
get time: 0.00011843 s, token_id len: 8, device: cuda:0
get time: 0.00011815 s, token_id len: 8, device: cuda:0
get time: 0.00011705 s, token_id len: 2, device: cuda:0
get time: 0.00011621 s, token_id len: 2, device: cuda:0
