get  key  time: 0.00201131 s, token_id len: 33, device: disk
get  key  time: 0.00193108 s, token_id len: 12, device: disk
get value time: 0.00146009 s, token_id len: 12, device: disk
get  key  time: 0.00090085 s, token_id len: 17, device: disk
get value time: 0.00103059 s, token_id len: 17, device: disk
get  key  time: 0.00097711 s, token_id len: 10, device: disk
get value time: 0.00087221 s, token_id len: 10, device: disk
get  key  time: 0.00149118 s, token_id len: 14, device: disk
get value time: 0.00130005 s, token_id len: 14, device: disk
get  key  time: 0.00163662 s, token_id len: 12, device: disk
get value time: 0.00188082 s, token_id len: 12, device: disk
get  key  time: 0.00069713 s, token_id len: 17, device: disk
get value time: 0.00076534 s, token_id len: 17, device: disk
get  key  time: 0.00097914 s, token_id len: 10, device: disk
get value time: 0.00088708 s, token_id len: 10, device: disk
get  key  time: 0.00185242 s, token_id len: 14, device: disk
get value time: 0.00269909 s, token_id len: 14, device: disk
get  key  time: 0.00164819 s, token_id len: 12, device: disk
get value time: 0.00208910 s, token_id len: 12, device: disk
get  key  time: 0.00078498 s, token_id len: 17, device: disk
get value time: 0.00063026 s, token_id len: 17, device: disk
get  key  time: 0.00086536 s, token_id len: 10, device: disk
get value time: 0.00089295 s, token_id len: 10, device: disk
get  key  time: 0.00165327 s, token_id len: 14, device: disk
get value time: 0.00197206 s, token_id len: 14, device: disk
get  key  time: 0.00206114 s, token_id len: 12, device: disk
get value time: 0.00188640 s, token_id len: 12, device: disk
get  key  time: 0.00079912 s, token_id len: 17, device: disk
get value time: 0.00088834 s, token_id len: 17, device: disk
get  key  time: 0.00093973 s, token_id len: 10, device: disk
get value time: 0.00068854 s, token_id len: 10, device: disk
get  key  time: 0.00154348 s, token_id len: 14, device: disk
get value time: 0.00152707 s, token_id len: 14, device: disk
get  key  time: 0.00114617 s, token_id len: 12, device: disk
get value time: 0.00188721 s, token_id len: 12, device: disk
get  key  time: 0.00057443 s, token_id len: 17, device: disk
get value time: 0.00079001 s, token_id len: 17, device: disk
get  key  time: 0.00092446 s, token_id len: 10, device: disk
get value time: 0.00100660 s, token_id len: 10, device: disk
get  key  time: 0.00213604 s, token_id len: 14, device: disk
get value time: 0.00170758 s, token_id len: 14, device: disk
get  key  time: 0.00187493 s, token_id len: 12, device: disk
get value time: 0.00144064 s, token_id len: 12, device: disk
get  key  time: 0.00086107 s, token_id len: 17, device: disk
get value time: 0.00054436 s, token_id len: 17, device: disk
get  key  time: 0.00071688 s, token_id len: 10, device: disk
get value time: 0.00094268 s, token_id len: 10, device: disk
get  key  time: 0.00122400 s, token_id len: 14, device: disk
get value time: 0.00142077 s, token_id len: 14, device: disk
get  key  time: 0.00155808 s, token_id len: 12, device: disk
get value time: 0.00185142 s, token_id len: 12, device: disk
get  key  time: 0.00085463 s, token_id len: 17, device: disk
get value time: 0.00096056 s, token_id len: 17, device: disk
get  key  time: 0.00097589 s, token_id len: 10, device: disk
get value time: 0.00100261 s, token_id len: 10, device: disk
get  key  time: 0.00191525 s, token_id len: 14, device: disk
get value time: 0.00130859 s, token_id len: 14, device: disk
get  key  time: 0.00188446 s, token_id len: 12, device: disk
get value time: 0.00155366 s, token_id len: 12, device: disk
get  key  time: 0.00068917 s, token_id len: 17, device: disk
get value time: 0.00106747 s, token_id len: 17, device: disk
get  key  time: 0.00103877 s, token_id len: 10, device: disk
get value time: 0.00090654 s, token_id len: 10, device: disk
get  key  time: 0.00148922 s, token_id len: 14, device: disk
get value time: 0.00188655 s, token_id len: 14, device: disk
get  key  time: 0.00199695 s, token_id len: 12, device: disk
get value time: 0.00171722 s, token_id len: 12, device: disk
get  key  time: 0.00077682 s, token_id len: 17, device: disk
get value time: 0.00092357 s, token_id len: 17, device: disk
get  key  time: 0.00092790 s, token_id len: 10, device: disk
get value time: 0.00089459 s, token_id len: 10, device: disk
get  key  time: 0.00164645 s, token_id len: 14, device: disk
get value time: 0.00156493 s, token_id len: 14, device: disk
get  key  time: 0.00154486 s, token_id len: 12, device: disk
get value time: 0.00162291 s, token_id len: 12, device: disk
get  key  time: 0.00084029 s, token_id len: 17, device: disk
get value time: 0.00108948 s, token_id len: 17, device: disk
get  key  time: 0.00097578 s, token_id len: 10, device: disk
get value time: 0.00084043 s, token_id len: 10, device: disk
get  key  time: 0.00190770 s, token_id len: 14, device: disk
get value time: 0.00153373 s, token_id len: 14, device: disk
get  key  time: 0.00167686 s, token_id len: 12, device: disk
get value time: 0.00188868 s, token_id len: 12, device: disk
get  key  time: 0.00063812 s, token_id len: 17, device: disk
get value time: 0.00088384 s, token_id len: 17, device: disk
get  key  time: 0.00092121 s, token_id len: 10, device: disk
get value time: 0.00082757 s, token_id len: 10, device: disk
get  key  time: 0.00167258 s, token_id len: 16, device: disk
get value time: 0.00115782 s, token_id len: 16, device: disk
get  key  time: 0.00136595 s, token_id len: 12, device: disk
get value time: 0.00165759 s, token_id len: 12, device: disk
get  key  time: 0.00104320 s, token_id len: 15, device: disk
get value time: 0.00067586 s, token_id len: 15, device: disk
get  key  time: 0.00097138 s, token_id len: 10, device: disk
get value time: 0.00092016 s, token_id len: 10, device: disk
get  key  time: 0.00148843 s, token_id len: 14, device: disk
get value time: 0.00168895 s, token_id len: 14, device: disk
get  key  time: 0.00187250 s, token_id len: 12, device: disk
get value time: 0.00146961 s, token_id len: 12, device: disk
get  key  time: 0.00077172 s, token_id len: 17, device: disk
get value time: 0.00076595 s, token_id len: 17, device: disk
get  key  time: 0.00172239 s, token_id len: 16, device: disk
get value time: 0.00152965 s, token_id len: 16, device: disk
get  key  time: 0.00130883 s, token_id len: 47, device: disk
get value time: 0.00289818 s, token_id len: 47, device: disk
get  key  time: 0.00116695 s, token_id len: 16, device: disk
get value time: 0.00116531 s, token_id len: 16, device: disk
get  key  time: 0.00101896 s, token_id len: 9, device: disk
get value time: 0.00109544 s, token_id len: 9, device: disk
get  key  time: 0.00151452 s, token_id len: 38, device: disk
get value time: 0.00170233 s, token_id len: 38, device: disk
get  key  time: 0.00097659 s, token_id len: 10, device: disk
get value time: 0.00097535 s, token_id len: 10, device: disk
get  key  time: 0.00151205 s, token_id len: 21, device: disk
get value time: 0.00171379 s, token_id len: 21, device: disk
get  key  time: 0.00177747 s, token_id len: 32, device: disk
get value time: 0.00157036 s, token_id len: 32, device: disk
get  key  time: 0.00101374 s, token_id len: 10, device: disk
get value time: 0.00097275 s, token_id len: 10, device: disk
get  key  time: 0.00148516 s, token_id len: 7, device: disk
get value time: 0.00160102 s, token_id len: 7, device: disk
get  key  time: 0.00148119 s, token_id len: 46, device: disk
get value time: 0.00181949 s, token_id len: 46, device: disk
get  key  time: 0.00090978 s, token_id len: 10, device: disk
get value time: 0.00100326 s, token_id len: 10, device: disk
get  key  time: 0.00161737 s, token_id len: 36, device: disk
get value time: 0.00133374 s, token_id len: 36, device: disk
get  key  time: 0.00166489 s, token_id len: 17, device: disk
get value time: 0.00170182 s, token_id len: 17, device: disk
get  key  time: 0.00102049 s, token_id len: 10, device: disk
get value time: 0.00089474 s, token_id len: 10, device: disk
get  key  time: 0.00187967 s, token_id len: 14, device: disk
get value time: 0.00127846 s, token_id len: 14, device: disk
get  key  time: 0.00127492 s, token_id len: 39, device: disk
get value time: 0.00149264 s, token_id len: 39, device: disk
get  key  time: 0.00105044 s, token_id len: 10, device: disk
get value time: 0.00101589 s, token_id len: 10, device: disk
get  key  time: 0.00155165 s, token_id len: 6, device: disk
get value time: 0.00210914 s, token_id len: 6, device: disk
get  key  time: 0.00179315 s, token_id len: 47, device: disk
get value time: 0.00179702 s, token_id len: 47, device: disk
get  key  time: 0.00102318 s, token_id len: 10, device: disk
get value time: 0.00096957 s, token_id len: 10, device: disk
get  key  time: 0.00190486 s, token_id len: 15, device: disk
get value time: 0.00139089 s, token_id len: 15, device: disk
get  key  time: 0.00202928 s, token_id len: 38, device: disk
get value time: 0.00160038 s, token_id len: 38, device: disk
get  key  time: 0.00095040 s, token_id len: 10, device: disk
get value time: 0.00098294 s, token_id len: 10, device: disk
get  key  time: 0.00164740 s, token_id len: 6, device: disk
get value time: 0.00178449 s, token_id len: 6, device: disk
get  key  time: 0.00178474 s, token_id len: 47, device: disk
get value time: 0.00157394 s, token_id len: 47, device: disk
get  key  time: 0.00121516 s, token_id len: 10, device: disk
get value time: 0.00101535 s, token_id len: 10, device: disk
get  key  time: 0.00162678 s, token_id len: 6, device: disk
get value time: 0.00158975 s, token_id len: 6, device: disk
get  key  time: 0.00177523 s, token_id len: 47, device: disk
get value time: 0.00166360 s, token_id len: 47, device: disk
get  key  time: 0.00098618 s, token_id len: 10, device: disk
get value time: 0.00092898 s, token_id len: 10, device: disk
get  key  time: 0.00151741 s, token_id len: 29, device: disk
get value time: 0.00156302 s, token_id len: 29, device: disk
get  key  time: 0.00144007 s, token_id len: 24, device: disk
get value time: 0.00154980 s, token_id len: 24, device: disk
get  key  time: 0.00102216 s, token_id len: 10, device: disk
get value time: 0.00098145 s, token_id len: 10, device: disk
get  key  time: 0.00185404 s, token_id len: 22, device: disk
get value time: 0.00134380 s, token_id len: 22, device: disk
get  key  time: 0.00154490 s, token_id len: 31, device: disk
get value time: 0.00167837 s, token_id len: 31, device: disk
get  key  time: 0.00100077 s, token_id len: 10, device: disk
get value time: 0.00101520 s, token_id len: 10, device: disk
get  key  time: 0.00171949 s, token_id len: 11, device: disk
get value time: 0.00173636 s, token_id len: 11, device: disk
get  key  time: 0.00184924 s, token_id len: 42, device: disk
get value time: 0.00213045 s, token_id len: 42, device: disk
get  key  time: 0.00080159 s, token_id len: 10, device: disk
get value time: 0.00098148 s, token_id len: 10, device: disk
get  key  time: 0.00124205 s, token_id len: 11, device: disk
get value time: 0.00179597 s, token_id len: 11, device: disk
get  key  time: 0.00188156 s, token_id len: 42, device: disk
get value time: 0.00198288 s, token_id len: 42, device: disk
get  key  time: 0.00100872 s, token_id len: 10, device: disk
get value time: 0.00092971 s, token_id len: 10, device: disk
get  key  time: 0.00192371 s, token_id len: 9, device: disk
get value time: 0.00139501 s, token_id len: 9, device: disk
get  key  time: 0.00123588 s, token_id len: 44, device: disk
get value time: 0.00189293 s, token_id len: 44, device: disk
get  key  time: 0.00122532 s, token_id len: 10, device: disk
get value time: 0.00099993 s, token_id len: 10, device: disk
get  key  time: 0.00194420 s, token_id len: 8, device: disk
get value time: 0.00143349 s, token_id len: 8, device: disk
get  key  time: 0.00194841 s, token_id len: 45, device: disk
get value time: 0.00125388 s, token_id len: 45, device: disk
get  key  time: 0.00099786 s, token_id len: 10, device: disk
get value time: 0.00103643 s, token_id len: 10, device: disk
get  key  time: 0.00189117 s, token_id len: 8, device: disk
get value time: 0.00193481 s, token_id len: 8, device: disk
get  key  time: 0.00189141 s, token_id len: 45, device: disk
get value time: 0.00128943 s, token_id len: 45, device: disk
get  key  time: 0.00077734 s, token_id len: 10, device: disk
get value time: 0.00104009 s, token_id len: 10, device: disk
get  key  time: 0.00116701 s, token_id len: 10, device: disk
get value time: 0.00165043 s, token_id len: 10, device: disk
get  key  time: 0.00187315 s, token_id len: 43, device: disk
get value time: 0.00176157 s, token_id len: 43, device: disk
get  key  time: 0.00104377 s, token_id len: 10, device: disk
get value time: 0.00099880 s, token_id len: 10, device: disk
get  key  time: 0.00188282 s, token_id len: 6, device: disk
get value time: 0.00116311 s, token_id len: 6, device: disk
get  key  time: 0.00123251 s, token_id len: 47, device: disk
get value time: 0.00161540 s, token_id len: 47, device: disk
get  key  time: 0.00103454 s, token_id len: 10, device: disk
get value time: 0.00098808 s, token_id len: 10, device: disk
get  key  time: 0.00187871 s, token_id len: 7, device: disk
get value time: 0.00149090 s, token_id len: 7, device: disk
get  key  time: 0.00187593 s, token_id len: 46, device: disk
get value time: 0.00153658 s, token_id len: 46, device: disk
get  key  time: 0.00110249 s, token_id len: 10, device: disk
get value time: 0.00096892 s, token_id len: 10, device: disk
get  key  time: 0.00157156 s, token_id len: 7, device: disk
get value time: 0.00256354 s, token_id len: 7, device: disk
get  key  time: 0.00191817 s, token_id len: 46, device: disk
get value time: 0.00155493 s, token_id len: 46, device: disk
get  key  time: 0.00081205 s, token_id len: 10, device: disk
get value time: 0.00107556 s, token_id len: 10, device: disk
get  key  time: 0.00122070 s, token_id len: 6, device: disk
get value time: 0.00208662 s, token_id len: 6, device: disk
get  key  time: 0.00168938 s, token_id len: 47, device: disk
get value time: 0.00192112 s, token_id len: 47, device: disk
get  key  time: 0.00095923 s, token_id len: 10, device: disk
get value time: 0.00100498 s, token_id len: 10, device: disk
get  key  time: 0.00190735 s, token_id len: 6, device: disk
get value time: 0.00239872 s, token_id len: 6, device: disk
get  key  time: 0.00246551 s, token_id len: 47, device: disk
get value time: 0.00308466 s, token_id len: 47, device: disk
get  key  time: 0.00107337 s, token_id len: 10, device: disk
get value time: 0.00092376 s, token_id len: 10, device: disk
get  key  time: 0.00187936 s, token_id len: 6, device: disk
get value time: 0.00146487 s, token_id len: 6, device: disk
get  key  time: 0.00179623 s, token_id len: 47, device: disk
get value time: 0.00154195 s, token_id len: 47, device: disk
get  key  time: 0.00100172 s, token_id len: 10, device: disk
get value time: 0.00103169 s, token_id len: 10, device: disk
get  key  time: 0.00156543 s, token_id len: 6, device: disk
get value time: 0.00157846 s, token_id len: 6, device: disk
get  key  time: 0.00179127 s, token_id len: 47, device: disk
get value time: 0.00260191 s, token_id len: 47, device: disk
get  key  time: 0.00080269 s, token_id len: 10, device: disk
get value time: 0.00107378 s, token_id len: 10, device: disk
get  key  time: 0.00238895 s, token_id len: 6, device: disk
get value time: 0.00175843 s, token_id len: 6, device: disk
get  key  time: 0.00189420 s, token_id len: 47, device: disk
get value time: 0.00191008 s, token_id len: 47, device: disk
get  key  time: 0.00093970 s, token_id len: 10, device: disk
get value time: 0.00103793 s, token_id len: 10, device: disk
get  key  time: 0.00168697 s, token_id len: 6, device: disk
get value time: 0.00143608 s, token_id len: 6, device: disk
get  key  time: 0.00208297 s, token_id len: 47, device: disk
get value time: 0.00174385 s, token_id len: 47, device: disk
get  key  time: 0.00103374 s, token_id len: 10, device: disk
get value time: 0.00092243 s, token_id len: 10, device: disk
get  key  time: 0.00186830 s, token_id len: 6, device: disk
get value time: 0.00145492 s, token_id len: 6, device: disk
get  key  time: 0.00163695 s, token_id len: 47, device: disk
get value time: 0.00152812 s, token_id len: 47, device: disk
get  key  time: 0.00100740 s, token_id len: 10, device: disk
get value time: 0.00103664 s, token_id len: 10, device: disk
get  key  time: 0.00165597 s, token_id len: 6, device: disk
get value time: 0.00158432 s, token_id len: 6, device: disk
get  key  time: 0.00188687 s, token_id len: 47, device: disk
get value time: 0.00279334 s, token_id len: 47, device: disk
get  key  time: 0.00082799 s, token_id len: 10, device: disk
get value time: 0.00104114 s, token_id len: 10, device: disk
get  key  time: 0.00127932 s, token_id len: 8, device: disk
get value time: 0.00201629 s, token_id len: 8, device: disk
get  key  time: 0.00278953 s, token_id len: 45, device: disk
get value time: 0.00175466 s, token_id len: 45, device: disk
get  key  time: 0.00093092 s, token_id len: 10, device: disk
get value time: 0.00099495 s, token_id len: 10, device: disk
get  key  time: 0.00251546 s, token_id len: 18, device: disk
get value time: 0.00178811 s, token_id len: 18, device: disk
get  key  time: 0.00131661 s, token_id len: 35, device: disk
get value time: 0.00187010 s, token_id len: 35, device: disk
get  key  time: 0.00104917 s, token_id len: 10, device: disk
get value time: 0.00092387 s, token_id len: 10, device: disk
get  key  time: 0.00193953 s, token_id len: 42, device: disk
get value time: 0.00140465 s, token_id len: 42, device: disk
get  key  time: 0.00181293 s, token_id len: 11, device: disk
get value time: 0.00138673 s, token_id len: 11, device: disk
get  key  time: 0.00181573 s, token_id len: 39, device: disk
get value time: 0.00306631 s, token_id len: 39, device: disk
get  key  time: 0.00144475 s, token_id len: 37, device: disk
get value time: 0.00118650 s, token_id len: 37, device: disk
get  key  time: 0.00105436 s, token_id len: 30, device: disk
get value time: 0.00106641 s, token_id len: 30, device: disk
get  key  time: 0.00180987 s, token_id len: 9, device: disk
get value time: 0.00171379 s, token_id len: 9, device: disk
get  key  time: 0.00141969 s, token_id len: 37, device: disk
get value time: 0.00121366 s, token_id len: 37, device: disk
get  key  time: 0.00086068 s, token_id len: 10, device: disk
get value time: 0.00091300 s, token_id len: 10, device: disk
get  key  time: 0.00125994 s, token_id len: 35, device: disk
get value time: 0.00174882 s, token_id len: 35, device: disk
get  key  time: 0.00156569 s, token_id len: 31, device: disk
get value time: 0.00127939 s, token_id len: 31, device: disk
get  key  time: 0.00091283 s, token_id len: 10, device: disk
get value time: 0.00102754 s, token_id len: 10, device: disk
get  key  time: 0.00189174 s, token_id len: 29, device: disk
get value time: 0.00146517 s, token_id len: 29, device: disk
get  key  time: 0.00137184 s, token_id len: 37, device: disk
get value time: 0.00143866 s, token_id len: 37, device: disk
get  key  time: 0.00096599 s, token_id len: 10, device: disk
get value time: 0.00094108 s, token_id len: 10, device: disk
get  key  time: 0.00190110 s, token_id len: 51, device: disk
get value time: 0.00156593 s, token_id len: 51, device: disk
get  key  time: 0.00265663 s, token_id len: 15, device: disk
get value time: 0.00130411 s, token_id len: 15, device: disk
get  key  time: 0.00098457 s, token_id len: 10, device: disk
get value time: 0.00090413 s, token_id len: 10, device: disk
get  key  time: 0.00188618 s, token_id len: 29, device: disk
get value time: 0.00390250 s, token_id len: 29, device: disk
get  key  time: 0.00146873 s, token_id len: 37, device: disk
get value time: 0.00122964 s, token_id len: 37, device: disk
get  key  time: 0.00097584 s, token_id len: 10, device: disk
get value time: 0.00085634 s, token_id len: 10, device: disk
get  key  time: 0.00177596 s, token_id len: 29, device: disk
get value time: 0.00193518 s, token_id len: 29, device: disk
get  key  time: 0.00121582 s, token_id len: 37, device: disk
get value time: 0.00079495 s, token_id len: 37, device: disk
get  key  time: 0.00073166 s, token_id len: 10, device: disk
get value time: 0.00084276 s, token_id len: 10, device: disk
get  key  time: 0.00120080 s, token_id len: 43, device: disk
get value time: 0.00271918 s, token_id len: 43, device: disk
get  key  time: 0.00258182 s, token_id len: 23, device: disk
get value time: 0.00098300 s, token_id len: 23, device: disk
get  key  time: 0.00093538 s, token_id len: 10, device: disk
get value time: 0.00083524 s, token_id len: 10, device: disk
get  key  time: 0.00143047 s, token_id len: 29, device: disk
get value time: 0.00131832 s, token_id len: 29, device: disk
get  key  time: 0.00107111 s, token_id len: 37, device: disk
get value time: 0.00107030 s, token_id len: 37, device: disk
get  key  time: 0.00087361 s, token_id len: 10, device: disk
get value time: 0.00068180 s, token_id len: 10, device: disk
get  key  time: 0.00163689 s, token_id len: 29, device: disk
get value time: 0.00108874 s, token_id len: 29, device: disk
get  key  time: 0.00100029 s, token_id len: 37, device: disk
get value time: 0.00119170 s, token_id len: 37, device: disk
get  key  time: 0.00094716 s, token_id len: 10, device: disk
get value time: 0.00081913 s, token_id len: 10, device: disk
get  key  time: 0.00151372 s, token_id len: 31, device: disk
get value time: 0.00137249 s, token_id len: 31, device: disk
get  key  time: 0.00122390 s, token_id len: 35, device: disk
get value time: 0.00099371 s, token_id len: 35, device: disk
get  key  time: 0.00086444 s, token_id len: 10, device: disk
get value time: 0.00094436 s, token_id len: 10, device: disk
get  key  time: 0.00153302 s, token_id len: 34, device: disk
get value time: 0.00146222 s, token_id len: 34, device: disk
get  key  time: 0.00135563 s, token_id len: 32, device: disk
get value time: 0.00078696 s, token_id len: 32, device: disk
get  key  time: 0.00078659 s, token_id len: 10, device: disk
get value time: 0.00084734 s, token_id len: 10, device: disk
get  key  time: 0.00128034 s, token_id len: 30, device: disk
get value time: 0.00129775 s, token_id len: 30, device: disk
get  key  time: 0.00119732 s, token_id len: 36, device: disk
get value time: 0.00113465 s, token_id len: 36, device: disk
get  key  time: 0.00072321 s, token_id len: 10, device: disk
get value time: 0.00090971 s, token_id len: 10, device: disk
get  key  time: 0.00123683 s, token_id len: 29, device: disk
get value time: 0.00157976 s, token_id len: 29, device: disk
get  key  time: 0.00121188 s, token_id len: 37, device: disk
get value time: 0.00118352 s, token_id len: 37, device: disk
get  key  time: 0.00092348 s, token_id len: 10, device: disk
get value time: 0.00070551 s, token_id len: 10, device: disk
get  key  time: 0.00151249 s, token_id len: 29, device: disk
get value time: 0.00361105 s, token_id len: 29, device: disk
get  key  time: 0.00104145 s, token_id len: 37, device: disk
get value time: 0.00165153 s, token_id len: 37, device: disk
get  key  time: 0.00099673 s, token_id len: 10, device: disk
get value time: 0.00082302 s, token_id len: 10, device: disk
get  key  time: 0.00167962 s, token_id len: 29, device: disk
get value time: 0.00106410 s, token_id len: 29, device: disk
get  key  time: 0.00137021 s, token_id len: 37, device: disk
get value time: 0.00115223 s, token_id len: 37, device: disk
get  key  time: 0.00092485 s, token_id len: 10, device: disk
get value time: 0.00095556 s, token_id len: 10, device: disk
get  key  time: 0.00179926 s, token_id len: 29, device: disk
get value time: 0.00166010 s, token_id len: 29, device: disk
get  key  time: 0.00135412 s, token_id len: 37, device: disk
get value time: 0.00126059 s, token_id len: 37, device: disk
get  key  time: 0.00088875 s, token_id len: 10, device: disk
get value time: 0.00083527 s, token_id len: 10, device: disk
get  key  time: 0.00134880 s, token_id len: 29, device: disk
get value time: 0.00153281 s, token_id len: 29, device: disk
get  key  time: 0.00138968 s, token_id len: 37, device: disk
get value time: 0.00132879 s, token_id len: 37, device: disk
get  key  time: 0.00089033 s, token_id len: 10, device: disk
get value time: 0.00094554 s, token_id len: 10, device: disk
get  key  time: 0.00138427 s, token_id len: 29, device: disk
get value time: 0.00178080 s, token_id len: 29, device: disk
get  key  time: 0.00135616 s, token_id len: 37, device: disk
get value time: 0.00134633 s, token_id len: 37, device: disk
get  key  time: 0.00086565 s, token_id len: 10, device: disk
get value time: 0.00091707 s, token_id len: 10, device: disk
get  key  time: 0.00186081 s, token_id len: 29, device: disk
get value time: 0.00141480 s, token_id len: 29, device: disk
get  key  time: 0.00139251 s, token_id len: 37, device: disk
get value time: 0.00124764 s, token_id len: 37, device: disk
get  key  time: 0.00089018 s, token_id len: 10, device: disk
get value time: 0.00101154 s, token_id len: 10, device: disk
get  key  time: 0.00171201 s, token_id len: 29, device: disk
get value time: 0.00144293 s, token_id len: 29, device: disk
get  key  time: 0.00110654 s, token_id len: 37, device: disk
get value time: 0.00151868 s, token_id len: 37, device: disk
get  key  time: 0.00092196 s, token_id len: 10, device: disk
get value time: 0.00090251 s, token_id len: 10, device: disk
get  key  time: 0.00173782 s, token_id len: 29, device: disk
get value time: 0.00169191 s, token_id len: 29, device: disk
get  key  time: 0.00115358 s, token_id len: 37, device: disk
get value time: 0.00132740 s, token_id len: 37, device: disk
get  key  time: 0.00091483 s, token_id len: 10, device: disk
get value time: 0.00085837 s, token_id len: 10, device: disk
get  key  time: 0.00156307 s, token_id len: 29, device: disk
get value time: 0.00170301 s, token_id len: 29, device: disk
get  key  time: 0.00137873 s, token_id len: 37, device: disk
get value time: 0.00131582 s, token_id len: 37, device: disk
get  key  time: 0.00084872 s, token_id len: 10, device: disk
get value time: 0.00094747 s, token_id len: 10, device: disk
get  key  time: 0.00130454 s, token_id len: 29, device: disk
get value time: 0.00142493 s, token_id len: 29, device: disk
get  key  time: 0.00139364 s, token_id len: 37, device: disk
get value time: 0.00143548 s, token_id len: 37, device: disk
get  key  time: 0.00086167 s, token_id len: 10, device: disk
get value time: 0.00088775 s, token_id len: 10, device: disk
get  key  time: 0.00183804 s, token_id len: 29, device: disk
get value time: 0.00145242 s, token_id len: 29, device: disk
get  key  time: 0.00080088 s, token_id len: 37, device: disk
get value time: 0.00134290 s, token_id len: 37, device: disk
get  key  time: 0.00091394 s, token_id len: 10, device: disk
get value time: 0.00074236 s, token_id len: 10, device: disk
get  key  time: 0.00163600 s, token_id len: 29, device: disk
get value time: 0.00108975 s, token_id len: 29, device: disk
get  key  time: 0.00079638 s, token_id len: 37, device: disk
get value time: 0.00120298 s, token_id len: 37, device: disk
get  key  time: 0.00087376 s, token_id len: 10, device: disk
get value time: 0.00082701 s, token_id len: 10, device: disk
get  key  time: 0.00460310 s, token_id len: 29, device: disk
get value time: 0.00119281 s, token_id len: 29, device: disk
get  key  time: 0.00099519 s, token_id len: 37, device: disk
get value time: 0.00110152 s, token_id len: 37, device: disk
get  key  time: 0.00087234 s, token_id len: 10, device: disk
get value time: 0.00081945 s, token_id len: 10, device: disk
get  key  time: 0.00160547 s, token_id len: 29, device: disk
get value time: 0.00110391 s, token_id len: 29, device: disk
get  key  time: 0.00109979 s, token_id len: 37, device: disk
get value time: 0.00183850 s, token_id len: 37, device: disk
get  key  time: 0.00071917 s, token_id len: 10, device: disk
get value time: 0.00083291 s, token_id len: 10, device: disk
get  key  time: 0.00117547 s, token_id len: 29, device: disk
get value time: 0.00179760 s, token_id len: 29, device: disk
get  key  time: 0.00108944 s, token_id len: 37, device: disk
get value time: 0.00134653 s, token_id len: 37, device: disk
get  key  time: 0.00083331 s, token_id len: 10, device: disk
get value time: 0.00083523 s, token_id len: 10, device: disk
get  key  time: 0.00129937 s, token_id len: 29, device: disk
get value time: 0.00163731 s, token_id len: 29, device: disk
get  key  time: 0.00099487 s, token_id len: 37, device: disk
get value time: 0.00245312 s, token_id len: 37, device: disk
get  key  time: 0.00093632 s, token_id len: 10, device: disk
get value time: 0.00070940 s, token_id len: 10, device: disk
get  key  time: 0.00182761 s, token_id len: 31, device: disk
get value time: 0.00100371 s, token_id len: 31, device: disk
get  key  time: 0.00081875 s, token_id len: 35, device: disk
get value time: 0.00124890 s, token_id len: 35, device: disk
get  key  time: 0.00085919 s, token_id len: 10, device: disk
get value time: 0.00074302 s, token_id len: 10, device: disk
get  key  time: 0.00153200 s, token_id len: 54, device: disk
get value time: 0.00116836 s, token_id len: 54, device: disk
get  key  time: 0.00169129 s, token_id len: 3, device: disk
get value time: 0.00120336 s, token_id len: 3, device: disk
get  key  time: 0.00250097 s, token_id len: 9, device: disk
get value time: 0.00118444 s, token_id len: 9, device: disk
get  key  time: 0.00014498 s, token_id len: 6, device: cuda:0
get value time: 0.00013270 s, token_id len: 6, device: cuda:0
get  key  time: 0.00012738 s, token_id len: 57, device: cuda:0
get value time: 0.00012280 s, token_id len: 57, device: cuda:0
get  key  time: 0.00102024 s, token_id len: 6, device: disk
get value time: 0.00096562 s, token_id len: 6, device: disk
get  key  time: 0.00010050 s, token_id len: 19, device: cuda:0
get value time: 0.00009510 s, token_id len: 19, device: cuda:0
get  key  time: 0.00014169 s, token_id len: 38, device: cuda:0
get value time: 0.00013009 s, token_id len: 38, device: cuda:0
get  key  time: 0.00010883 s, token_id len: 10, device: cuda:0
get value time: 0.00010287 s, token_id len: 10, device: cuda:0
get  key  time: 0.00013754 s, token_id len: 57, device: cuda:0
get value time: 0.00012847 s, token_id len: 57, device: cuda:0
get  key  time: 0.00102113 s, token_id len: 10, device: disk
get value time: 0.00098141 s, token_id len: 10, device: disk
get  key  time: 0.00014115 s, token_id len: 57, device: cuda:0
get value time: 0.00012996 s, token_id len: 57, device: cuda:0
get  key  time: 0.00010564 s, token_id len: 10, device: cuda:0
get value time: 0.00010117 s, token_id len: 10, device: cuda:0
get  key  time: 0.00014343 s, token_id len: 57, device: cuda:0
get value time: 0.00013061 s, token_id len: 57, device: cuda:0
get  key  time: 0.00010586 s, token_id len: 10, device: cuda:0
get value time: 0.00010279 s, token_id len: 10, device: cuda:0
get  key  time: 0.00013994 s, token_id len: 57, device: cuda:0
get value time: 0.00012933 s, token_id len: 57, device: cuda:0
get  key  time: 0.00010583 s, token_id len: 10, device: cuda:0
get value time: 0.00009970 s, token_id len: 10, device: cuda:0
get  key  time: 0.00014001 s, token_id len: 57, device: cuda:0
get value time: 0.00013005 s, token_id len: 57, device: cuda:0
get  key  time: 0.00011357 s, token_id len: 10, device: cuda:0
get value time: 0.00010240 s, token_id len: 10, device: cuda:0
